"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1663336050305953804""",https://twitter.com/nassaucamp144/status/1663336050305953804,"30 May 2023 00:06:32","""https://t.co/HqQEred51J

NOW AVAILABLE ON IUIC COLUMBUS OHIO PAGE!! 
…………………………………………… 
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/jr06Xs5PJC

#Christ #IUIC #Nathanyel7   #CriticalRaceTheory #Prophets""",Tweet,"""Twitter for iPhone""",0,1,"""""",English,"""1329589702240956416""","""IUIC NASSAU BAHAMAS""",nassaucamp144,"""“And he said, It is a light thing that thou shouldest be my servant to raise up the tribes of Jacob, and to restore the preserved of Israel:""",Non-Verified,https://twitter.com/nassaucamp144,780,150,"20-Nov-2020 00:58:02"
"""1663324198264098818""",https://twitter.com/TraderZephyr/status/1663324198264098818,"29 May 2023 23:19:26","""Why is #CriticalRaceTheory so dangerous?  and how is it neo-#marxism?
-

Full episodes at the link in bio. 
-

#crt #philosophy #news #democrat #republican #usa https://t.co/P3JsJl5Tgw""",ReTweet,"""Twitter for iPhone""",4,0,"""""",English,"""1536701800723668995""","""Zephyr""",TraderZephyr,"""Trader since 2010.... 2015 account was hunted down and destroyed by the over sensitive. Took a year out... back to buy the BLOOD!! #BTC""",Non-Verified,https://twitter.com/TraderZephyr,19,235,"14-Jun-2022 13:27:25"
"""1663320510422478848""",https://twitter.com/AlaskaIuic/status/1663320510422478848,"29 May 2023 23:04:47","""https://t.co/HFSc8EY2dY

NOW AVAILABLE ON IUIC COLUMBUS OHIO PAGE!! 
…………………………………………… 
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/VLpWYW34GX

#Christ #IUIC #Nathanyel7   #CriticalRaceTheory #Prophets https://t.co/KuApd9JxeG""",Tweet,"""Twitter for iPhone""",1,0,"""""",English,"""1253766191606190081""","""IUIC Anchorage, AK""",AlaskaIuic,"""Leadership: Captain Lemuel. E-mail: iuic.anchorage@israelunite.org. Phone: (855)484-4842 Ext.7001""",Non-Verified,https://twitter.com/AlaskaIuic,771,469,"24-Apr-2020 19:22:21"
"""1663306423328206848""",https://twitter.com/Fabianluxe/status/1663306423328206848,"29 May 2023 22:08:48","""Why is #CriticalRaceTheory so dangerous?  and how is it neo-#marxism?
-

Full episodes at the link in bio. 
-

#crt #philosophy #news #democrat #republican #usa https://t.co/P3JsJl5Tgw""",Tweet,"""Twitter for iPhone""",4,6,"""""",English,"""3040802252""","""Fabian - The Daily Elevated Show""",Fabianluxe,"""Host: https://t.co/1LyPRkLtbB Podcast “Independent Thinking” 🧠 🚴🏻 Bicycled Across America In 30 Days | CMO @BankXio""",Non-Verified,https://twitter.com/Fabianluxe,512,200,"25-Feb-2015 04:14:32"
"""1663229589148123149""",https://twitter.com/LuanneAshe/status/1663229589148123149,"29 May 2023 17:03:30","""#GEDSB would not need to offer literacy and numeracy at summer school if they just taught them instead of #CRT #CRITICALRACETHEORY, and #CriticalGenderStudies.
PULL YOUR KIDS OUT AND #HOMESCHOOL.  You cannot possibly do worse and you can watch out for p3dos. @davidtodor8 https://t.co/2SStYpZoEK""",Tweet,"""Twitter Web App""",0,1,"""""",English,"""552848214""","""Luanne M. Ashe""",LuanneAshe,"""Active,mature,independent Musician/Educator.POLITICALLY INCORRECT.Lobbyist for Common Sense.Defender of The Vulnerable.Speaker for the voiceless.Get over urself""",Non-Verified,https://twitter.com/LuanneAshe,172,652,"13-Apr-2012 15:03:20"
"""1663185311013167104""",https://twitter.com/DKNurielIsrael/status/1663185311013167104,"29 May 2023 14:07:33","""https://t.co/e7FW9YfMZ5

NOW AVAILABLE ON IUIC COLUMBUS OHIO PAGE!! 
…………………………………………… 
Visit our website here 💻👨🏾‍💻🖥
🔴 https://t.co/ZUb6UhoWOf

#Christ #IUIC #Nathanyel7   #CriticalRaceTheory #Prophets https://t.co/pgdCMkMB2K""",ReTweet,"""Twitter for Android""",3,0,"""""",English,"""1594434942834032641""","""DK Nuri""",DKNurielIsrael,"""""",Non-Verified,https://twitter.com/DKNurielIsrael,58,173,"20-Nov-2022 20:58:58"
"""1663174613004591104""",https://twitter.com/SamMetc35688623/status/1663174613004591104,"29 May 2023 13:25:02","""The idea that anyone—of any race, gender or class—is born morally guilty is about as nonsensical and offensive to the very idea of morality as it gets.

It’s either peace and civic virtue, or “original guilt.” The two simply cannot coexist.

#wokeism 
#criticalracetheory""",ReTweet,"""Twitter Web App""",28,0,"""""",English,"""1243883914692878342""","""Nature knows...""",SamMetc35688623,"""Seeking truth....beyond the media.""",Non-Verified,https://twitter.com/SamMetc35688623,382,296,"28-Mar-2020 12:53:43"
"""1663169188268048390""",https://twitter.com/MindfulTeache12/status/1663169188268048390,"29 May 2023 13:03:29","""Looking to build better relationships with your students? 🤝💭

Mindful Teaching Practices Course can help! Let's create a positive and inclusive learning environment together.

#MindfulTeachingPractices #mindfulness #education #professionaldevelopment #CRT #CriticalRaceTheory https://t.co/wb9X0fP94z""",Tweet,"""Cloud Campaign""",0,0,"""""",English,"""1555763478954029061""","""MindfulTeacher""",MindfulTeache12,"""I like helping educators make stronger connections with students!""",Non-Verified,https://twitter.com/MindfulTeache12,4,69,"06-Aug-2022 03:51:53"
"""1663033488612941829""",https://twitter.com/4LoveAndJustice/status/1663033488612941829,"29 May 2023 04:04:16","""#BlackonWhiteViolence 
#BlackCrime
#CriticalRaceTheory https://t.co/v4VlTAS8fD""",Tweet,"""Twitter Web App""",1,1,"""""",,"""791261209""","""4Love&Justice""",4LoveAndJustice,"""I am Jai, an easy going guy. I love caring, compassionate, people.""",Non-Verified,https://twitter.com/4LoveAndJustice,383,797,"30-Aug-2012 09:57:38"
"""1663030821500997633""",https://twitter.com/cubear45/status/1663030821500997633,"29 May 2023 03:53:40","""hit the nail on the head...Dr.James Lindsey Founder of New Discourses, an organization dedicated to shining the light of objective truth in subjective darkness.
#JamesLindsey #Wokeness #Maoism #criticalracetheory #lgbtqp #Marxism #RaceMarxism
https://t.co/0eV3bxpA3C""",Tweet,"""Twitter Web App""",0,0,"""""",English,"""2727258573""","""cubearbear""",cubear45,"""CyClingFan🚵  
🐶JrT for Life

ђ
LausDeoSemper💚""",Non-Verified,https://twitter.com/cubear45,585,1059,"28-Jul-2014 12:58:25"
"""1663023660133933056""",https://twitter.com/cqsbean/status/1663023660133933056,"29 May 2023 03:25:12","""The idea that anyone—of any race, gender or class—is born morally guilty is about as nonsensical and offensive to the very idea of morality as it gets.

It’s either peace and civic virtue, or “original guilt.” The two simply cannot coexist.

#wokeism 
#criticalracetheory""",ReTweet,"""Twitter for Android""",28,0,"""""",English,"""2211193058""","""sour beans 🇨🇦🚩""",cqsbean,"""Freedom lover
#justiceforernesto
  #Answers4Sean
Don't follow me if you are skanky! Tired of getting those requests 😡""",Non-Verified,https://twitter.com/cqsbean,560,1409,"23-Nov-2013 19:11:14"
"""1663019938079035392""",https://twitter.com/wdm120cv722/status/1663019938079035392,"29 May 2023 03:10:25","""@C0ntraryMary @Mrsodaslayer76 @Mickskinz @realstewpeters @TheJusticeDept Post  #Slavery papers Where white men raped #blackwomen on a regular basis. Plenty information online about  slave owners sexual #jefferyepstein savage ways  even eating black men &amp; men, it’s part of #USA History they are #criticalracetheory erase.. 
 https://t.co/QcTKoPPw0m""",Reply,"""Twitter for iPhone""",1,2,"""The Eye, Detroit United States""",English,"""1645306959736741889""","""#WhoisC19""",wdm120cv722,"""#WhoisC19 #wdm120cv722 #61925KSX AI 🤖 I reshare ALL #whistleblower #corruption cases #USA & the 🌎 over 4 Justice - I ❤️#BattleRap 💯""",Non-Verified,https://twitter.com/wdm120cv722,34,203,"10-Apr-2023 06:05:58"
"""1663016861309739008""",https://twitter.com/IanPseudonymous/status/1663016861309739008,"29 May 2023 02:58:11","""The idea that anyone—of any race, gender or class—is born morally guilty is about as nonsensical and offensive to the very idea of morality as it gets.

It’s either peace and civic virtue, or “original guilt.” The two simply cannot coexist.

#wokeism 
#criticalracetheory""",ReTweet,"""Twitter for Android""",28,0,"""""",English,"""1559004086787182592""","""Pseudonymous Ian 🇨🇦""",IanPseudonymous,"""west coast Canadian Patriot ready to die for Medical Freedom. What interesting Times we live in
Pronouns:Bite/Me.
#UNvaccinated""",Non-Verified,https://twitter.com/IanPseudonymous,253,550,"15-Aug-2022 02:31:51"
"""1662982951842217984""",https://twitter.com/KatNL/status/1662982951842217984,"29 May 2023 00:43:27","""@elonmusk @monitoringbias Left media now using, for example, ""Black"" and ""White"" to describe people -- a pernicious racialism with which the South African apartheid system would be quite comfortable. #CriticalRaceTheory.""",ReTweet,"""Twitter for Android""",271,0,"""""",English,"""3394065790""","""KatNL""",KatNL,"""| PVV | I hate traitors, attention whores, showoffs, woke bullshit, libtards, LWNJs, snowflakes, SJWs, influencers, conspiracy weirdos | No DMs/Lists! |""",Non-Verified,https://twitter.com/KatNL,2297,4999,"29-Jul-2015 15:37:07"
"""1662952095903887366""",https://twitter.com/dharmicpreneur/status/1662952095903887366,"28 May 2023 22:40:50","""@TrueNorthCentre @elie_mcn The problem with #CriticalRaceTheory  is that it’s based on Marxism - the ideal of oppressed and oppressor. The Marxist solution has as its goal the annihilation of the oppressor. It’s this extreme ideology we are seeing here. It offers to solution.  Read #SnakesInTheGanga""",ReTweet,"""Twitter for Android""",1,0,"""""",English,"""1159456206""","""Sarvesh""",dharmicpreneur,"""""",Non-Verified,https://twitter.com/dharmicpreneur,105,446,"08-Feb-2013 07:43:14"
"""1662937093138522114""",https://twitter.com/NiamhOSulliva10/status/1662937093138522114,"28 May 2023 21:41:13","""This account is really worth following… its content is the very ‘woke’ American history the right don’t want students in America to learn about.

#CRT #CriticalRaceTheory #woke #AmericanHistory https://t.co/ljuUN0PvYP""",ReTweet,"""Twitter for Android""",6,0,"""""",English,"""2370652833""","""Niamh O'Sullivan""",NiamhOSulliva10,"""""",Non-Verified,https://twitter.com/NiamhOSulliva10,707,1668,"28-Feb-2014 08:23:11"
"""1662911798184488963""",https://twitter.com/AndreaRemmen/status/1662911798184488963,"28 May 2023 20:00:42","""“The working class has become the enemy of Marxists.”
#CriticalRaceTheory's a new form of Marxism based on identity, says @ConceptualJames. In this 2-part interview, he breaks down the roots of this new Marxism gripping the West.
 
🔴PREMIERE 7pm ET👉 https://t.co/gnzsJXY550 https://t.co/yxYElk0e5l""",ReTweet,"""Twitter Web App""",214,0,"""""",English,"""1081143071373488128""","""RemmenA""",AndreaRemmen,"""If there is anyone who owes everything to Bach, it is certainly God. - Emil Cioran""",Non-Verified,https://twitter.com/AndreaRemmen,401,2307,"04-Jan-2019 10:59:29"
"""1662908920891940865""",https://twitter.com/BrianCno/status/1662908920891940865,"28 May 2023 19:49:16","""This account is really worth following… its content is the very ‘woke’ American history the right don’t want students in America to learn about.

#CRT #CriticalRaceTheory #woke #AmericanHistory https://t.co/ljuUN0PvYP""",ReTweet,"""Twitter for iPad""",6,0,"""""",English,"""820153434""","""Brian Mullan""",BrianCno,"""Retired Civil Engineer. Play Bridge interested in GAA, Irish rowing""",Non-Verified,https://twitter.com/BrianCno,569,227,"12-Sep-2012 18:57:09"
"""1662906323263168513""",https://twitter.com/eddsmitty/status/1662906323263168513,"28 May 2023 19:38:57","""This account is really worth following… its content is the very ‘woke’ American history the right don’t want students in America to learn about.

#CRT #CriticalRaceTheory #woke #AmericanHistory https://t.co/ljuUN0PvYP""",ReTweet,"""Twitter for Android""",6,0,"""""",English,"""1001663707045421058""","""Eddie Smith""",eddsmitty,"""If you want to go fast, go alone. If you want to go far, go together.~ African Proverb

Creator of ⚠️WOKE CONTENT⚠️ discussion threads.

Keep it woke!👁""",Non-Verified,https://twitter.com/eddsmitty,30043,15975,"30-May-2018 03:16:52"
"""1662904221052674049""",https://twitter.com/EvelynSpring8/status/1662904221052674049,"28 May 2023 19:30:36","""This account is really worth following… its content is the very ‘woke’ American history the right don’t want students in America to learn about.

#CRT #CriticalRaceTheory #woke #AmericanHistory https://t.co/ljuUN0PvYP""",ReTweet,"""Twitter Web App""",6,0,"""""",English,"""1418528526081331200""","""Evelyn Corr Spring""",EvelynSpring8,"""Irish woman from Kildare. pre school sna.""",Non-Verified,https://twitter.com/EvelynSpring8,903,2285,"23-Jul-2021 11:09:11"
"""1662903987278888960""",https://twitter.com/fdcsticks/status/1662903987278888960,"28 May 2023 19:29:40","""This account is really worth following… its content is the very ‘woke’ American history the right don’t want students in America to learn about.

#CRT #CriticalRaceTheory #woke #AmericanHistory https://t.co/ljuUN0PvYP""",ReTweet,"""Twitter for iPhone""",6,0,"""""",English,"""702269895""","""fran ca del""",fdcsticks,"""Family Music Books Travel Nature Nice Walks& Wine💕""",Non-Verified,https://twitter.com/fdcsticks,769,681,"05-Oct-2013 20:29:47"
